,submodel,bandai,operator_en,operator_jp,special_formation,special_livery,category_path_json,category_path
116,E231-0,0,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-0 (Chūō-Sōbu Line)""]","['JR East E231', 'JR East E231-0 (Chūō-Sōbu Line)']"
117,E231-0,0,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-0 (Jōban Line)""]","['JR East E231', 'JR East E231-0 (Jōban Line)']"
118,E231-0,0,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-0 (Musashino Line)""]","['JR East E231', 'JR East E231-0 (Musashino Line)']"
119,E231-1000,1000,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-1000"", ""Green Cars of JR East E231-1000""]","['JR East E231', 'JR East E231-1000', 'Green Cars of JR East E231-1000']"
120,E231-1000,1000,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-1000""]","['JR East E231', 'JR East E231-1000']"
121,E231-3000,3000,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-3000""]","['JR East E231', 'JR East E231-3000']"
122,E231-500,500,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-500 (Chūō-Sōbu Line)""]","['JR East E231', 'JR East E231-500 (Chūō-Sōbu Line)']"
123,E231-500,500,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-500 (Yamanote Line)"", ""JR East E231-500 at Tokyo Station""]","['JR East E231', 'JR East E231-500 (Yamanote Line)', 'JR East E231-500 at Tokyo Station']"
124,E231-500,500,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-500 (Yamanote Line)""]","['JR East E231', 'JR East E231-500 (Yamanote Line)']"
125,E231-800,800,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-800""]","['JR East E231', 'JR East E231-800']"
126,E231-900,900,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-900"", ""JR East E231-900 (Musashino Line)""]","['JR East E231', 'JR East E231-900', 'JR East E231-900 (Musashino Line)']"
127,E231-900,900,JR East,JR東日本,,,"[""JR East E231"", ""JR East E231-900""]","['JR East E231', 'JR East E231-900']"
128,10-300,300,Toei Subway,東京都交通局,,,"[""JR East E231"", ""Toei 10-300 series""]","['JR East E231', 'Toei 10-300 series']"
129,5050,,Tokyu Railways,東急電鉄,,,"[""JR East E231"", ""Tōkyū 5000 series (II)"", ""Tokyu 5050 series""]","['JR East E231', 'Tōkyū 5000 series (II)', 'Tokyu 5050 series']"
130,5050-4000,4000,Tokyu Railways,東急電鉄,Shibuya Hikarie,,"[""JR East E231"", ""Tōkyū 5000 series (II)"", ""Tokyu 5050-4000 series"", ""Shibuya Hikarie (train)""]","['JR East E231', 'Tōkyū 5000 series (II)', 'Tokyu 5050-4000 series', 'Shibuya Hikarie (train)']"
131,5050-4000,4000,Tokyu Railways,東急電鉄,,,"[""JR East E231"", ""Tōkyū 5000 series (II)"", ""Tokyu 5050-4000 series""]","['JR East E231', 'Tōkyū 5000 series (II)', 'Tokyu 5050-4000 series']"
132,5080,,Tokyu Railways,東急電鉄,,,"[""JR East E231"", ""Tōkyū 5000 series (II)"", ""Tokyu 5080 series""]","['JR East E231', 'Tōkyū 5000 series (II)', 'Tokyu 5080 series']"
133,,,Tokyu Railways,東急電鉄,,,"[""JR East E231"", ""Tōkyū 5000 series (II)""]","['JR East E231', 'Tōkyū 5000 series (II)']"
134,,,JR East,JR東日本,,,"[""JR East E231""]",['JR East E231']
135,E233,,JR East,JR東日本,,,"[""JR East E233"", ""JR East E233 at Tokyo Station""]","['JR East E233', 'JR East E233 at Tokyo Station']"
136,E233,0,JR East,JR東日本,,,"[""JR East E233"", ""JR East E233-0"", ""Green Cars of JR East E233-0""]","['JR East E233', 'JR East E233-0', 'Green Cars of JR East E233-0']"
137,E233,0,JR East,JR東日本,,,"[""JR East E233"", ""JR East E233-0"", ""JR East E233-0 (Information display)""]","['JR East E233', 'JR East E233-0', 'JR East E233-0 (Information display)']"
138,E233,0,JR East,JR東日本,,,"[""JR East E233"", ""JR East E233-0""]","['JR East E233', 'JR East E233-0']"
139,E233,1000,JR East,JR東日本,,,"[""JR East E233"", ""JR East E233-1000""]","['JR East E233', 'JR East E233-1000']"
140,E233,2000,JR East,JR東日本,,,"[""JR East E233"", ""JR East E233-2000""]","['JR East E233', 'JR East E233-2000']"
141,E233,3000,JR East,JR東日本,,,"[""JR East E233"", ""JR East E233-3000"", ""Green Cars of JR East E233-3000""]","['JR East E233', 'JR East E233-3000', 'Green Cars of JR East E233-3000']"
142,E233,3000,JR East,JR東日本,,,"[""JR East E233"", ""JR East E233-3000""]","['JR East E233', 'JR East E233-3000']"
143,E233,5000,JR East,JR東日本,,,"[""JR East E233"", ""JR East E233-5000""]","['JR East E233', 'JR East E233-5000']"
144,E233,6000,JR East,JR東日本,,,"[""JR East E233"", ""JR East E233-6000""]","['JR East E233', 'JR East E233-6000']"
145,E233-7000,,JR East,JR東日本,,,"[""JR East E233"", ""JR East E233-7000""]","['JR East E233', 'JR East E233-7000']"
146,E233-8000,,JR East,JR東日本,,,"[""JR East E233"", ""JR East E233-8000""]","['JR East E233', 'JR East E233-8000']"
147,E233-8500,,JR East,JR東日本,,,"[""JR East E233"", ""JR East E233-8500""]","['JR East E233', 'JR East E233-8500']"
148,E233,,JR East,JR東日本,,,"[""JR East E233""]",['JR East E233']
149,E353,,JR East,JR東日本,,,"[""JR East E353""]",['JR East E353']
150,E657,,JR East,JR東日本,,,"[""JR East E657""]",['JR East E657']
151,,,JR East,JR東日本,High Rail 1375,,"[""JR East KiHa 100 series"", ""High Rail 1375""]","['JR East KiHa 100 series', 'High Rail 1375']"
152,Kiha 100,0,JR East,JR東日本,Pokémon with You Train,,"[""JR East KiHa 100 series"", ""Kiha 100-0"", ""Pokémon with You Train""]","['JR East KiHa 100 series', 'Kiha 100-0', 'Pokémon with You Train']"
153,Kiha 100,0,JR East,JR東日本,,,"[""JR East KiHa 100 series"", ""Kiha 100-0""]","['JR East KiHa 100 series', 'Kiha 100-0']"
154,Kiha 100,200,JR East,JR東日本,,,"[""JR East KiHa 100 series"", ""Kiha 100-200""]","['JR East KiHa 100 series', 'Kiha 100-200']"
155,KiHa 101,,JR East,JR東日本,,,"[""JR East KiHa 100 series"", ""Kiha 101""]","['JR East KiHa 100 series', 'Kiha 101']"
156,KiHa 110,0,JR East,JR東日本,,,"[""JR East KiHa 100 series"", ""Kiha 110-0""]","['JR East KiHa 100 series', 'Kiha 110-0']"
157,KiHa 110,100,JR East,JR東日本,,,"[""JR East KiHa 100 series"", ""Kiha 110-100""]","['JR East KiHa 100 series', 'Kiha 110-100']"
158,KiHa 110,200,JR East,JR東日本,Oykot,,"[""JR East KiHa 100 series"", ""Kiha 110-200"", ""Oykot""]","['JR East KiHa 100 series', 'Kiha 110-200', 'Oykot']"
159,KiHa 110,200,JR East,JR東日本,,,"[""JR East KiHa 100 series"", ""Kiha 110-200""]","['JR East KiHa 100 series', 'Kiha 110-200']"
160,KiHa 110,300,JR East,JR東日本,,,"[""JR East KiHa 100 series"", ""Kiha 110-300""]","['JR East KiHa 100 series', 'Kiha 110-300']"
161,KiHa 111,0,JR East,JR東日本,,,"[""JR East KiHa 100 series"", ""Kiha 111-0""]","['JR East KiHa 100 series', 'Kiha 111-0']"
162,KiHa 111,100,JR East,JR東日本,,,"[""JR East KiHa 100 series"", ""Kiha 111-100""]","['JR East KiHa 100 series', 'Kiha 111-100']"
163,KiHa 111,200,JR East,JR東日本,,,"[""JR East KiHa 100 series"", ""Kiha 111-200""]","['JR East KiHa 100 series', 'Kiha 111-200']"
164,KiHa 112,0,JR East,JR東日本,,,"[""JR East KiHa 100 series"", ""Kiha 112-0""]","['JR East KiHa 100 series', 'Kiha 112-0']"
165,KiHa 112,100,JR East,JR東日本,,,"[""JR East KiHa 100 series"", ""Kiha 112-100""]","['JR East KiHa 100 series', 'Kiha 112-100']"
166,KiHa 112,150,JR East,JR東日本,,,"[""JR East KiHa 100 series"", ""Kiha 112-150""]","['JR East KiHa 100 series', 'Kiha 112-150']"
167,KiHa 112,200,JR East,JR東日本,,,"[""JR East KiHa 100 series"", ""Kiha 112-200""]","['JR East KiHa 100 series', 'Kiha 112-200']"
168,,,JR East,JR東日本,,,"[""JR East KiHa 100 series""]",['JR East KiHa 100 series']
169,EF510,0,JR Freight,JR貨物,,,"[""JR Freight EF510"", ""JR Freight EF510-0""]","['JR Freight EF510', 'JR Freight EF510-0']"
170,EF510-300,300,JR Freight,JR貨物,,,"[""JR Freight EF510"", ""JR Freight EF510-300""]","['JR Freight EF510', 'JR Freight EF510-300']"
171,EF510-500,500,JR Freight,JR貨物,,,"[""JR Freight EF510"", ""JR Freight EF510-500""]","['JR Freight EF510', 'JR Freight EF510-500']"
172,EF510,,JR Freight,JR貨物,,,"[""JR Freight EF510""]",['JR Freight EF510']
173,KiHa 141,,JR Hokkaido,JR北海道,SL Ginga,,"[""JR Hokkaido Kiha 141"", ""SL Ginga""]","['JR Hokkaido Kiha 141', 'SL Ginga']"
174,KiHa 141,,JR Hokkaido,JR北海道,,,"[""JR Hokkaido Kiha 141""]",['JR Hokkaido Kiha 141']
175,E5,0,JR East,JR東日本,,,"[""Shinkansen E5"", ""Shinkansen E5 on Hokkaidō Shinkansen"", ""Shinkansen E5 at Shin-Hakodate-Hokuto Station""]","['Shinkansen E5', 'Shinkansen E5 on Hokkaidō Shinkansen', 'Shinkansen E5 at Shin-Hakodate-Hokuto Station']"
176,E5,0,JR East,JR東日本,,,"[""Shinkansen E5"", ""Shinkansen E5 on Tōhoku Shinkansen"", ""Shinkansen E5 at Hachinohe Station""]","['Shinkansen E5', 'Shinkansen E5 on Tōhoku Shinkansen', 'Shinkansen E5 at Hachinohe Station']"
177,E5,0,JR East,JR東日本,,,"[""Shinkansen E5"", ""Shinkansen E5 on Tōhoku Shinkansen"", ""Shinkansen E5 at Kōriyama Station (Fukushima)""]","['Shinkansen E5', 'Shinkansen E5 on Tōhoku Shinkansen', 'Shinkansen E5 at Kōriyama Station (Fukushima)']"
178,E5,0,JR East,JR東日本,,,"[""Shinkansen E5"", ""Shinkansen E5 on Tōhoku Shinkansen"", ""Shinkansen E5 at Morioka Station""]","['Shinkansen E5', 'Shinkansen E5 on Tōhoku Shinkansen', 'Shinkansen E5 at Morioka Station']"
179,E5,0,JR East,JR東日本,,,"[""Shinkansen E5"", ""Shinkansen E5 on Tōhoku Shinkansen"", ""Shinkansen E5 at Sendai Station (Miyagi)""]","['Shinkansen E5', 'Shinkansen E5 on Tōhoku Shinkansen', 'Shinkansen E5 at Sendai Station (Miyagi)']"
180,E5,,JR East,JR東日本,,,"[""Shinkansen E5"", ""Shinkansen E5 on Tōhoku Shinkansen"", ""Shinkansen E5 at Shin-Aomori Station""]","['Shinkansen E5', 'Shinkansen E5 on Tōhoku Shinkansen', 'Shinkansen E5 at Shin-Aomori Station']"
181,E5,,JR East,JR東日本,,,"[""Shinkansen E5"", ""Shinkansen E5 on Tōhoku Shinkansen"", ""Shinkansen E5 at Tokyo Station""]","['Shinkansen E5', 'Shinkansen E5 on Tōhoku Shinkansen', 'Shinkansen E5 at Tokyo Station']"
182,E5,,JR East,JR東日本,,,"[""Shinkansen E5"", ""Shinkansen E5 on Tōhoku Shinkansen"", ""Shinkansen E5 at Ōmiya Station (Saitama)""]","['Shinkansen E5', 'Shinkansen E5 on Tōhoku Shinkansen', 'Shinkansen E5 at Ōmiya Station (Saitama)']"
183,E5,,JR East,JR東日本,,,"[""Shinkansen E5"", ""Shinkansen E5 on Tōhoku Shinkansen""]","['Shinkansen E5', 'Shinkansen E5 on Tōhoku Shinkansen']"
184,E514,,JR East,JR東日本,,,"[""Shinkansen E5"", ""Shinkansen E5 series E514 mockup""]","['Shinkansen E5', 'Shinkansen E5 series E514 mockup']"
185,E5,,JR East,JR東日本,,,"[""Shinkansen E5""]",['Shinkansen E5']
186,E6,,JR East,JR東日本,,,"[""Shinkansen E6"", ""Shinkansen E6 on Akita Shinkansen"", ""Shinkansen E6 at Akita Station""]","['Shinkansen E6', 'Shinkansen E6 on Akita Shinkansen', 'Shinkansen E6 at Akita Station']"
187,E6,,JR East,JR東日本,,,"[""Shinkansen E6"", ""Shinkansen E6 on Akita Shinkansen"", ""Shinkansen E6 at Ōkama Station""]","['Shinkansen E6', 'Shinkansen E6 on Akita Shinkansen', 'Shinkansen E6 at Ōkama Station']"
188,E6,,JR East,JR東日本,,,"[""Shinkansen E6"", ""Shinkansen E6 on Akita Shinkansen"", ""Shinkansen E6 at Ōmagari Station (Akita)""]","['Shinkansen E6', 'Shinkansen E6 on Akita Shinkansen', 'Shinkansen E6 at Ōmagari Station (Akita)']"
189,E6,,JR East,JR東日本,,,"[""Shinkansen E6"", ""Shinkansen E6 on Akita Shinkansen""]","['Shinkansen E6', 'Shinkansen E6 on Akita Shinkansen']"
190,E6,,JR East,JR東日本,,,"[""Shinkansen E6"", ""Shinkansen E6 on Tōhoku Shinkansen"", ""Shinkansen E6 at Morioka Station""]","['Shinkansen E6', 'Shinkansen E6 on Tōhoku Shinkansen', 'Shinkansen E6 at Morioka Station']"
191,E6,,JR East,JR東日本,,,"[""Shinkansen E6"", ""Shinkansen E6 on Tōhoku Shinkansen"", ""Shinkansen E6 at Sendai Station (Miyagi)""]","['Shinkansen E6', 'Shinkansen E6 on Tōhoku Shinkansen', 'Shinkansen E6 at Sendai Station (Miyagi)']"
192,E6,,JR East,JR東日本,,,"[""Shinkansen E6"", ""Shinkansen E6 on Tōhoku Shinkansen"", ""Shinkansen E6 at Tokyo Station""]","['Shinkansen E6', 'Shinkansen E6 on Tōhoku Shinkansen', 'Shinkansen E6 at Tokyo Station']"
193,E6,,JR East,JR東日本,,,"[""Shinkansen E6"", ""Shinkansen E6 on Tōhoku Shinkansen"", ""Shinkansen E6 at Ōmiya Station (Saitama)""]","['Shinkansen E6', 'Shinkansen E6 on Tōhoku Shinkansen', 'Shinkansen E6 at Ōmiya Station (Saitama)']"
194,E6,,JR East,JR東日本,,,"[""Shinkansen E6"", ""Shinkansen E6 on Tōhoku Shinkansen""]","['Shinkansen E6', 'Shinkansen E6 on Tōhoku Shinkansen']"
195,,,JR East,JR東日本,,,"[""Shinkansen E6""]",['Shinkansen E6']
