series,wiki_title,status,type,subtype,operator_page_title,operator_jp,operator_en,full_name,commons_prefix,commons_root_category,commons_root_decision,commons_candidates,needs_review,commons_operator_roots,power_type
EF55形,国鉄EF55形電気機関車,廃止,電気機関車,直流用,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄EF55形電気機関車,JNR EF55,JNR EF55,exact prefix match,['JNR EF55'],False,{'JR East': 'JNR EF55'},Electric Locomotive
EF58形,国鉄EF58形電気機関車,廃止,電気機関車,直流用,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄EF58形電気機関車,JNR EF58,JNR EF58,exact prefix match,"['JNR EF58', 'JNR EF58 172 at the Usui Pass Railway Heritage Park']",False,{'JR East': 'JNR EF58'},Electric Locomotive
EF60形,国鉄EF60形電気機関車,廃止,電気機関車,直流用,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄EF60形電気機関車,JNR EF60,JNR EF60,exact prefix match,"['JNR EF60', 'JNR EF60 123 at Ashikaga Station North Entrance Square', 'JNR EF60 501 at the Usui Pass Railway Heritage Park']",False,{'JR East': 'JNR EF60'},Electric Locomotive
EF62形,国鉄EF62形電気機関車,廃止,電気機関車,直流用,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄EF62形電気機関車,JNR EF62,JNR EF62,exact prefix match,"['JNR EF62', 'JNR EF62 1 at the Usui Pass Railway Heritage Park', 'JNR EF62 54 at the Usui Pass Railway Heritage Park']",False,{'JR East': 'JNR EF62'},Electric Locomotive
EF63形,国鉄EF63形電気機関車,廃止,電気機関車,直流用,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄EF63形電気機関車,JNR EF63,JNR EF63,exact prefix match,"['JNR EF63', 'JNR EF63 10 at the Usui Pass Railway Heritage Park', 'JNR EF63 11 at the Usui Pass Railway Heritage Park', 'JNR EF63 12 at the Usui Pass Railway Heritage Park', 'JNR EF63 1 at the Usui Pass Railway Heritage Park', 'JNR EF63 24 at the Usui Pass Railway Heritage Park', 'JNR EF63 25 at the Usui Pass Railway Heritage Park', 'JNR EF63 2 at Karuizawa Station', 'JNR EF63 at the Usui Pass Railway Heritage Park']",False,{'JR East': 'JNR EF63'},Electric Locomotive
EF510形,JR貨物EF510形電気機関車,廃止,電気機関車,交直両用,['JR東日本の車両形式'],"['JR東日本', 'JR貨物']","['JR East', 'JR Freight']",JR貨物EF510形電気機関車,JR Freight EF510,JR Freight EF510,manual multi-operator root,['JR East EF510-500'],False,"{'JR East': 'JR East EF510-500', 'JR Freight': 'JR Freight EF510'}",Electric Locomotive
ED75形,国鉄ED75形電気機関車,廃止,電気機関車,交流用,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄ED75形電気機関車,JNR ED75,JNR ED75,exact prefix match,['JNR ED75'],False,{'JR East': 'JNR ED75'},Electric Locomotive
ED77形,国鉄ED77形電気機関車,廃止,電気機関車,交流用,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄ED77形電気機関車,JNR ED77,JNR ED77,exact prefix match,['JNR ED77'],False,{'JR East': 'JNR ED77'},Electric Locomotive
ED78形,国鉄ED78形電気機関車,廃止,電気機関車,交流用,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄ED78形電気機関車,JNR ED78,JNR ED78,exact prefix match,['JNR ED78'],False,{'JR East': 'JNR ED78'},Electric Locomotive
EF71形,国鉄EF71形電気機関車,廃止,電気機関車,交流用,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄EF71形電気機関車,JNR EF71,JNR EF71,exact prefix match,['JNR EF71'],False,{'JR East': 'JNR EF71'},Electric Locomotive
DD15形,国鉄DD15形ディーゼル機関車,廃止,ディーゼル機関車,,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄DD15形ディーゼル機関車,JNR DD15,JNR DD15,exact prefix match,['JNR DD15'],False,{'JR East': 'JNR DD15'},Diesel Locomotive
DD16形,国鉄DD16形ディーゼル機関車,廃止,ディーゼル機関車,,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄DD16形ディーゼル機関車,JNR DD16,JNR DD16,exact prefix match,['JNR DD16'],False,{'JR East': 'JNR DD16'},Diesel Locomotive
DD17形,国鉄DD17形ディーゼル機関車,廃止,ディーゼル機関車,,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄DD17形ディーゼル機関車,JNR DD17,,no prefix returned categories,[],True,{},Diesel Locomotive
DD18形,JR東日本DD18形ディーゼル機関車,廃止,ディーゼル機関車,,['JR東日本の車両形式'],['JR東日本'],['JR East'],JR東日本DD18形ディーゼル機関車,JR East DD18,,no prefix returned categories,[],True,{},Diesel Locomotive
DD19形,国鉄DD17形ディーゼル機関車#DD19形,廃止,ディーゼル機関車,,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄DD17形ディーゼル機関車#DD19形,JR East DD19,JR East DD19,manual completion,[],False,{'JR East': 'JR East DD19'},Diesel Locomotive
DD53形,国鉄DD53形ディーゼル機関車,廃止,ディーゼル機関車,,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄DD53形ディーゼル機関車,JNR DD53,JNR DD53,exact prefix match,"['JNR DD53', 'JNR DD53 1 at the Usui Pass Railway Heritage Park']",False,{'JR East': 'JNR DD53'},Diesel Locomotive
DE11形,国鉄DE11形ディーゼル機関車,廃止,ディーゼル機関車,,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄DE11形ディーゼル機関車,JNR DE11,JNR DE11,exact prefix match,['JNR DE11'],False,{'JR East': 'JNR DE11'},Diesel Locomotive
DE15形,国鉄DE15形ディーゼル機関車,廃止,ディーゼル機関車,,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄DE15形ディーゼル機関車,JNR DE15,JNR DE15,exact prefix match,['JNR DE15'],False,{'JR East': 'JNR DE15'},Diesel Locomotive
183系,国鉄183系電車,廃止,電車,特急形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄183系電車,JNR 183,JNR 183,exact prefix match,"['JNR 183', 'JNR 183 (Azusa livery)', 'JNR 183 (Grade-Up Azusa livery)', 'JNR 183 (JR East)', 'JNR 183 (JR East in JNR livery)', 'JNR 183 (JR West)', 'JNR 183 at the Railway Museum (Saitama)', 'JNR 183 in JNR livery']",False,{'JR East': 'JNR 183'},EMU
185系,国鉄185系電車,廃止,電車,特急形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄185系電車,JNR 185,JNR 185,exact prefix match,"['JNR 185', 'JNR 185-0', 'JNR 185-200', 'JNR 185 at Tokyo Station', 'JNR 185 in JNR livery', 'JNR 185 in Shonan livery']",False,{'JR East': 'JNR 185'},EMU
189系,国鉄183系電車#189系,廃止,電車,特急形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄183系電車#189系,JNR 189,JNR 189,exact prefix match,"['JNR 189', 'JNR 189 (Asama livery)', 'JNR 189 (Azusa livery)', 'JNR 189 (Grade-Up Azusa livery)', 'JNR 189 (JR East)', 'JNR 189 (JR East) in JNR livery', 'JNR 189 (JR East, cream)', 'JNR 189 (JR East in JNR livery)', 'JNR 189 at the Usui Pass Railway Heritage Park']",False,{'JR East': 'JNR 189'},EMU
251系,JR東日本251系電車,廃止,電車,特急形,['JR東日本の車両形式'],['JR東日本'],['JR East'],JR東日本251系電車,JR East 251,JR East 251,exact prefix match,"['JR East 251', 'JR East 251 at Tokyo Station']",False,{'JR East': 'JR East 251'},EMU
E351系,JR東日本E351系電車,廃止,電車,特急形,['JR東日本の車両形式'],['JR東日本'],['JR East'],JR東日本E351系電車,JR East E351,JR East E351,exact prefix match,['JR East E351'],False,{'JR East': 'JR East E351'},EMU
481系,国鉄485系電車,廃止,電車,特急形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄485系電車,JNR 485,JNR 485,exact prefix match,"['JNR 485', 'JNR 485, cream', 'JNR 485-1500', 'JNR 485 (Huis Ten Bosch livery)', 'JNR 485 (JNR)', 'JNR 485 (JR East)', 'JNR 485 (JR East, cream)', 'JNR 485 (JR East in JNR livery)', 'JNR 485 (JR Kyushu)', 'JNR 485 (JR Kyushu, cream)', 'JNR 485 (JR Kyushu in JNR livery)', 'JNR 485 (JR West)', 'JNR 485 (JR West, cream)', 'JNR 485 (JR West in JNR livery)', 'JNR 485 (Kirishima & Hyuga livery)', 'JNR 485 (Kirishima Express livery)', 'JNR 485 (bonnet style)', 'JNR 485 by livery', 'JNR 485 by model', 'JNR 485 by operator']",False,{'JR East': 'JNR 485'},EMU
483系,国鉄485系電車,廃止,電車,特急形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄485系電車,JNR 483,,no prefix returned categories,[],True,{},EMU
485系,国鉄485系電車,廃止,電車,特急形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄485系電車,JNR 485,JNR 485,exact prefix match,"['JNR 485', 'JNR 485, cream', 'JNR 485-1500', 'JNR 485 (Huis Ten Bosch livery)', 'JNR 485 (JNR)', 'JNR 485 (JR East)', 'JNR 485 (JR East, cream)', 'JNR 485 (JR East in JNR livery)', 'JNR 485 (JR Kyushu)', 'JNR 485 (JR Kyushu, cream)', 'JNR 485 (JR Kyushu in JNR livery)', 'JNR 485 (JR West)', 'JNR 485 (JR West, cream)', 'JNR 485 (JR West in JNR livery)', 'JNR 485 (Kirishima & Hyuga livery)', 'JNR 485 (Kirishima Express livery)', 'JNR 485 (bonnet style)', 'JNR 485 by livery', 'JNR 485 by model', 'JNR 485 by operator']",False,{'JR East': 'JNR 485'},EMU
489系,国鉄485系電車,廃止,電車,特急形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄485系電車,JNR 489,JNR 489,exact prefix match,"['JNR 489', 'JNR 489, cream', 'JNR 489 (bonnet style)', 'JNR 489 (bonnet style, cream)', 'JNR 489 (bonnet style in JNR livery)', 'JNR 489 in Hakusan livery', 'JNR 489 in JNR livery', 'JNR 489 series Kuha 489-1 at the Kyoto Railway Museum']",False,{'JR East': 'JNR 489'},EMU
165系,国鉄165系電車,廃止,電車,急行形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄165系電車,JNR 165,JNR 165,exact prefix match,"['JNR 165', 'JNR 165 (JR Central)', 'JNR 165 (JR East)', 'JNR 165 (JR West)']",False,{'JR East': 'JNR 165'},EMU
167系,国鉄165系電車,廃止,電車,急行形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄165系電車,JNR 167,JNR 167,exact prefix match,"['JNR 167', 'JNR 167 Kuha 167 mock-up', 'JNR 167 Kuha 167 mock-up at the Railway Museum (Saitama)', 'JNR 167 Kuha 167 mock-up at the Transportation Museum']",False,{'JR East': 'JNR 167'},EMU
169系,国鉄165系電車,廃止,電車,急行形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄165系電車,JNR 169,JNR 169,exact prefix match,['JNR 169'],False,{'JR East': 'JNR 169'},EMU
451系,国鉄457系電車,廃止,電車,急行形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄457系電車,JNR 451,JNR 451,exact prefix match,['JNR 451'],False,{'JR East': 'JNR 451'},EMU
453系,国鉄457系電車,廃止,電車,急行形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄457系電車,JNR 453,,no prefix returned categories,[],True,{},EMU
455系,国鉄457系電車,廃止,電車,急行形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄457系電車,JNR 455,JNR 455,exact prefix match,"['JNR 455', 'JNR 455 (JR East)', 'JNR 455 (JR Kyushu)', 'JNR 455 (JR West)', 'JNR 455 series Kumoha 455-1 at the Railway Museum (Japan)']",False,{'JR East': 'JNR 455'},EMU
457系,国鉄457系電車,廃止,電車,急行形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄457系電車,JNR 457,JNR 457,exact prefix match,"['JNR 457', 'JNR 457 (JR Kyushu)', 'JNR 457 (JR West)']",False,{'JR East': 'JNR 457'},EMU
113系,国鉄113系電車,廃止,電車,近郊形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄113系電車,JNR 113,JNR 113,exact prefix match,"['JNR 113', 'JNR 113 (Fukuchiyama Line)', 'JNR 113 (JNR)', 'JNR 113 (JNR) in Blue Liner livery', 'JNR 113 (JNR) in Kasuga livery', 'JNR 113 (JNR) in Shonan livery', 'JNR 113 (JNR) in Yokosuka livery', 'JNR 113 (JR Central)', 'JNR 113 (JR Central) in Shonan livery', 'JNR 113 (JR East)', 'JNR 113 (JR East) in Shonan livery', 'JNR 113 (JR East) in Yokosuka livery', 'JNR 113 (JR Shikoku)', 'JNR 113 (JR West)', 'JNR 113 (JR West) by livery', 'JNR 113 (JR West) by series', 'JNR 113 (JR West) by service', 'JNR 113 (JR West) in Blue Liner livery', 'JNR 113 (JR West) in Kasuga livery', 'JNR 113 (JR West) in Shonan livery']",False,{'JR East': 'JNR 113'},EMU
115系,国鉄115系電車,廃止,電車,近郊形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄115系電車,JNR 115,JNR 115,exact prefix match,"['JNR 115', 'JNR 115-3000 (JR West)', 'JNR 115 (JNR)', 'JNR 115 (JNR) in Shonan Livery', 'JNR 115 (JR Central)', 'JNR 115 (JR Central) in Shonan livery', 'JNR 115 (JR East)', 'JNR 115 (JR East) in Shonan Livery', 'JNR 115 (JR East) in Yokosuka livery', 'JNR 115 (JR West)', 'JNR 115 (JR West) in Shonan Livery', 'JNR 115 by livery', 'JNR 115 in Hiroshima renewal livery', 'JNR 115 in Kansai renewal livery', 'JNR 115 in Minobu Line livery', 'JNR 115 in Nagano livery (I)', 'JNR 115 in Nagano livery (II)', 'JNR 115 in Niigata livery (I)', 'JNR 115 in Niigata livery (II)', 'JNR 115 in Niigata livery (III)']",False,{'JR East': 'JNR 115'},EMU
123系,国鉄123系電車,廃止,電車,近郊形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄123系電車,JNR 123,JNR 123,exact prefix match,"['JNR 123', 'JNR 123 (JR Central)', 'JNR 123 (JR East)', 'JNR 123 (JR West)', 'JNR 123 in Setouchi regional livery (yellow)']",False,{'JR East': 'JNR 123'},EMU
215系,JR東日本215系電車,廃止,電車,近郊形,['JR東日本の車両形式'],['JR東日本'],['JR East'],JR東日本215系電車,JR East 215,JR East 215,exact prefix match,['JR East 215'],False,{'JR East': 'JR East 215'},EMU
E217系,JR東日本E217系電車,廃止,電車,近郊形,['JR東日本の車両形式'],['JR東日本'],['JR East'],JR東日本E217系電車,JR East E217,JR East E217,exact prefix match,"['JR East E217', 'JR East E217 at Tokyo Station']",False,{'JR East': 'JR East E217'},EMU
401系,国鉄415系電車,廃止,電車,近郊形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄415系電車,JNR 401,JNR 401,exact prefix match,['JNR 401'],False,{'JR East': 'JNR 401'},EMU
403系,国鉄415系電車,廃止,電車,近郊形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄415系電車,JNR 403,JNR 403,exact prefix match,['JNR 403'],False,{'JR East': 'JNR 403'},EMU
415系,国鉄415系電車,廃止,電車,近郊形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄415系電車,JNR 415,JNR 415,exact prefix match,"['JNR 415', 'JNR 415 (JR East)', 'JNR 415 (JR Kyushu)']",False,{'JR East': 'JNR 415'},EMU
417系,国鉄417系電車,廃止,電車,近郊形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄417系電車,JNR 417,JNR 417,exact prefix match,['JNR 417'],False,{'JR East': 'JNR 417'},EMU
715系,国鉄419系・715系電車,廃止,電車,近郊形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄419系・715系電車,JNR 715,JNR 715,exact prefix match,"['JNR 715', 'JNR 715 (JR East)', 'JNR 715 (JR Kyushu)']",False,{'JR East': 'JNR 715'},EMU
717系,国鉄413系・717系電車,廃止,電車,近郊形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄413系・717系電車,JNR 717,JNR 717,exact prefix match,"['JNR 717', 'JNR 717 (JR East)', 'JNR 717 (JR Kyushu)']",False,{'JR East': 'JNR 717'},EMU
101系,国鉄101系電車,廃止,電車,通勤形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄101系電車,JNR 101,JNR 101,exact prefix match,"['JNR 101', 'JNR 101 by livery', 'JNR 101 in Nambu Branch Line livery', 'JNR 101 in Nambu Branchi Line livery', 'JNR 101 in canary yellow livery', 'JNR 101 in orange vermilion livery', 'JNR 101 in uguisu livery', 'JNR 101 series Kuha 101-902', 'JNR 101 series Kuha 101-902 at the Railway Museum (Saitama)', 'JNR 101 series Kumoha 100 at the Kyoto Railway Museum']",False,{'JR East': 'JNR 101'},EMU
103系,国鉄103系電車,廃止,電車,通勤形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄103系電車,JNR 103,JNR 103,exact prefix match,"['JNR 103', 'JNR 103-1000', 'JNR 103-1200', 'JNR 103 (Bantan Line)', 'JNR 103 (Hagoromo Line)', 'JNR 103 (Hanwa Line)', 'JNR 103 (Hanwa Line local service)', 'JNR 103 (JNR)', 'JNR 103 (JR Central)', 'JNR 103 (JR East)', 'JNR 103 (JR Kyushu)', 'JNR 103 (JR West)', 'JNR 103 (Jōban Line)', 'JNR 103 (Kakogawa Line)', 'JNR 103 (Kansai Main Line)', 'JNR 103 (Kansai Main Line local service)', 'JNR 103 (Kansai Main Line rapid service)', 'JNR 103 (Kawagoe Line)', 'JNR 103 (Keihin-Tōhoku Line)', 'JNR 103 (Keiyō Line)']",False,{'JR East': 'JNR 103'},EMU
105系,国鉄105系電車,廃止,電車,通勤形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄105系電車,JNR 105,JNR 105,exact prefix match,"['JNR 105', 'JNR 105 (3 doors on a side)', 'JNR 105 (4 doors on a side)', 'JNR 105 (Kabe Line)', 'JNR 105 (Kisei Main Line)', 'JNR 105 (Nara Line)', 'JNR 105 (Nara Line Local Service)', 'JNR 105 (Sakurai Line)', 'JNR 105 (Senseki Line)', 'JNR 105 (Wakayama Line)', 'JNR 105 by livery', 'JNR 105 in Kasuga livery', ""JNR 105 in Man'yō no Shiki livery"", 'JNR 105 in Manyō no Shiki livery', 'JNR 105 in Setouchi regional livery (yellow)', ""JNR 105 in Tabi Man'yō livery"", 'JNR 105 in Wakayama regional livery (turquoise)', 'JNR 105 in cream and red line livery', 'JNR 105 in red and blue line livery', 'JNR 105 in turquoise green livery']",False,{'JR East': 'JNR 105'},EMU
107系,JR東日本107系電車,廃止,電車,通勤形,['JR東日本の車両形式'],['JR東日本'],['JR East'],JR東日本107系電車,JR East 107,JR East 107,exact prefix match,['JR East 107'],False,{'JR East': 'JR East 107'},EMU
201系,国鉄201系電車,廃止,電車,通勤形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄201系電車,JNR 201,JNR 201,exact prefix match,"['JNR 201', 'JNR 201 (Chūō-Sōbu Line)', 'JNR 201 (Chūō Rapid Line)', 'JNR 201 (JNR)', 'JNR 201 (JR East)', 'JNR 201 (JR West)', 'JNR 201 (Kansai Main Line)', 'JNR 201 (Keiyō Line)', 'JNR 201 (Osaka Higashi Line)', 'JNR 201 (Osaka Loop Line)', 'JNR 201 (Sakurajima Line)', 'JNR 201 (Tōkaidō-Sanyō Line local service)', 'JNR 201 (Ōme Line)', 'JNR 201 at Tokyo Station', 'JNR 201 by line', 'JNR 201 by livery', 'JNR 201 in canary yellow livery', 'JNR 201 in orange vermilion livery', 'JNR 201 in sky blue livery', 'JNR 201 in uguisu livery']",False,{'JR East': 'JNR 201'},EMU
203系,国鉄203系電車,廃止,電車,通勤形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄203系電車,JNR 203,JNR 203,exact prefix match,['JNR 203'],False,{'JR East': 'JNR 203'},EMU
207系,国鉄207系電車,廃止,電車,通勤形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄207系電車,JNR 207,JNR 207,exact prefix match,['JNR 207'],False,{'JR East': 'JNR 207'},EMU
301系,国鉄301系電車,廃止,電車,通勤形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄301系電車,JNR 301,JNR 301,exact prefix match,['JNR 301'],False,{'JR East': 'JNR 301'},EMU
901系,JR東日本209系電車,廃止,電車,通勤形,['JR東日本の車両形式'],['JR東日本'],['JR East'],JR東日本209系電車,JR East 901,,no prefix returned categories,[],True,{},EMU
E331系,JR東日本E331系電車,廃止,電車,一般形,['JR東日本の車両形式'],['JR東日本'],['JR East'],JR東日本E331系電車,JR East E331,JR East E331,exact prefix match,['JR East E331'],False,{'JR East': 'JR East E331'},EMU
143系,国鉄143系電車,廃止,電車,事業用,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄143系電車,JNR 143,JNR 143,exact prefix match,['JNR 143'],False,{'JR East': 'JNR 143'},EMU
145系,国鉄145系電車,廃止,電車,事業用,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄145系電車,JNR 145,JNR 145,exact prefix match,['JNR 145'],False,{'JR East': 'JNR 145'},EMU
193系,国鉄193系電車,廃止,電車,事業用,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄193系電車,JNR 193,JNR 193,exact prefix match,['JNR 193'],False,{'JR East': 'JNR 193'},EMU
E993系,JR東日本E993系電車,廃止,電車,事業用,['JR東日本の車両形式'],['JR東日本'],['JR East'],JR東日本E993系電車,JR East E993,JR East E993,exact prefix match,['JR East E993'],False,{'JR East': 'JR East E993'},EMU
443系,国鉄443系電車,廃止,電車,事業用,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄443系電車,JNR 443,JNR 443,exact prefix match,"['JNR 443', 'JNR 443 (JR West)']",False,{'JR East': 'JNR 443'},EMU
E991系,JR東日本E991系電車,廃止,電車,事業用,['JR東日本の車両形式'],['JR東日本'],['JR East'],JR東日本E991系電車,JR East E991,JR East E991,exact prefix match,['JR East E991'],False,{'JR East': 'JR East E991'},EMU
クモヤ743形,JR東日本クモヤ743形電車,廃止,電車,事業用,['JR東日本の車両形式'],['JR東日本'],['JR East'],JR東日本クモヤ743形電車,JR East Kumoya 743,,no prefix returned categories,[],True,{},EMU
クモヤE995形,JR東日本キヤE991形気動車,廃止,電車,事業用,['JR東日本の車両形式'],['JR東日本'],['JR East'],JR東日本キヤE991形気動車,JR East E995,JR East E995,exact prefix match,['JR East E995'],False,{'JR East': 'JR East E995'},EMU
キハ58系,国鉄キハ58系気動車,廃止,気動車,急行形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄キハ58系気動車,JNR Kiha 58,JNR Kiha 58 series,series category match without exact,"['JNR Kiha 58 (JR East)', 'JNR Kiha 58 (JR Kyushu)', 'JNR Kiha 58 (JR Kyushu in JNR livery)', 'JNR Kiha 58 (JR West)', 'JNR Kiha 58 (JR West in JNR livery)', 'JNR Kiha 58 (Kenji)', 'JNR Kiha 58 in JNR livery', 'JNR Kiha 58 series', 'JNR Kiha 58 series (Hokkaido)', 'JNR Kiha 58 series (JR Central)', 'JNR Kiha 58 series (JR East)', 'JNR Kiha 58 series (JR Hokkaido)', 'JNR Kiha 58 series (JR Shikoku)', 'JNR Kiha 58 series diesel multiple units of the State Railway of Thailand', 'JNR Kiha 58 series disel multiple units of the State Railway of Thailand']",False,{'JR East': 'JNR Kiha 58 series'},DMU
キハ20系,国鉄キハ20系気動車,廃止,気動車,一般形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄キハ20系気動車,JNR Kiha 20,JNR Kiha 20 series,"promoted: ""JNR Kiha 20 series"" is parent of ""JNR Kiha 20""","['JNR Kiha 20', 'JNR Kiha 20 series', 'JNR Kiha 20 series (Hokkaido)']",False,{'JR East': 'JNR Kiha 20 series'},DMU
キハ35系,国鉄キハ35系気動車,廃止,気動車,一般形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄キハ35系気動車,JNR Kiha 35,JNR Kiha 35 series,"promoted: ""JNR Kiha 35 series"" is parent of ""JNR Kiha 35""","['JNR Kiha 35', 'JNR Kiha 35-300', 'JNR Kiha 35-900', 'JNR Kiha 35 series']",False,{'JR East': 'JNR Kiha 35 series'},DMU
キハ37形,国鉄キハ37形気動車,廃止,気動車,一般形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄キハ37形気動車,JNR Kiha 37,JNR Kiha 37,exact prefix match,['JNR Kiha 37'],False,{'JR East': 'JNR Kiha 37'},DMU
キハ38形,国鉄キハ38形気動車,廃止,気動車,一般形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄キハ38形気動車,JNR Kiha 38,JNR Kiha 38,exact prefix match,['JNR Kiha 38'],False,{'JR East': 'JNR Kiha 38'},DMU
キハ45系,国鉄キハ45系気動車,廃止,気動車,一般形,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄キハ45系気動車,JNR Kiha 45,JNR Kiha 45 series,series category match without exact,"['JNR Kiha 45 (JR Shikoku)', 'JNR Kiha 45 (JR West)', 'JNR Kiha 45 (Nara Line)', 'JNR Kiha 45 series']",False,{'JR East': 'JNR Kiha 45 series'},DMU
キハ141系,JR北海道キハ141系気動車,廃止,気動車,一般形,['JR東日本の車両形式'],['JR北海道'],['JR Hokkaido'],JR北海道キハ141系気動車,JR Hokkaido Kiha 141,JR Hokkaido Kiha 141,manual completion,[],False,{'JR Hokkaido': 'JR Hokkaido Kiha 141'},DMU
キヤ191系,国鉄キヤ191系気動車,廃止,気動車,事業用,['JR東日本の車両形式'],['JR東日本'],['JR East'],国鉄キヤ191系気動車,JNR Kiya 191,JNR Kiya 191,exact prefix match,['JNR Kiya 191'],False,{'JR East': 'JNR Kiya 191'},DMU
キヤE991形,JR東日本キヤE991形気動車,廃止,気動車,事業用,['JR東日本の車両形式'],['JR東日本'],['JR East'],JR東日本キヤE991形気動車,JR East E991,JR East E991,exact prefix match,['JR East E991'],False,{'JR East': 'JR East E991'},DMU
